0,1, 
2.56618e-05,1, 
0.000102644,1, 
0.000230947,1, 
0.000410573,1, 
0.000641527,1, 
0.000923821,1, 
0.00125747,1, 
0.00164249,1, 
0.00207891,1, 
0.00256675,1, 
0.00310607,1, 
0.0036969,1.00001, 
0.0043393,1.00001, 
0.00503334,1.00001, 
0.00577909,1.00002, 
0.00657664,1.00002, 
0.0074261,1.00003, 
0.0083276,1.00003, 
0.00928126,1.00004, 
0.0102873,1.00005, 
0.0113457,1.00006, 
0.0124569,1.00008, 
0.0136211,1.00009, 
0.0148384,1.00011, 
0.0161091,1.00013, 
0.0174336,1.00015, 
0.0188123,1.00018, 
0.0202454,1.0002, 
0.0217333,1.00024, 
0.0232767,1.00027, 
0.0248758,1.00031, 
0.0265313,1.00035, 
0.0282437,1.0004, 
0.0300137,1.00045, 
0.0318418,1.00051, 
0.0337289,1.00057, 
0.0356757,1.00064, 
0.0376829,1.00071, 
0.0397516,1.00079, 
0.0418826,1.00088, 
0.0440768,1.00097, 
0.0463354,1.00107, 
0.0486595,1.00118, 
0.0510501,1.0013, 
0.0535086,1.00143, 
0.0560363,1.00157, 
0.0586345,1.00172, 
0.0613045,1.00188, 
0.0640481,1.00205, 
0.0668665,1.00224, 
0.0697616,1.00244, 
0.072735,1.00265, 
0.0757885,1.00288, 
0.0789238,1.00312, 
0.0821429,1.00338, 
0.0854478,1.00366, 
0.0888404,1.00395, 
0.092323,1.00427, 
0.0958976,1.00461, 
0.0995665,1.00497, 
0.103332,1.00535, 
0.107196,1.00576, 
0.111162,1.0062, 
0.115232,1.00666, 
0.119408,1.00715, 
0.123694,1.00768, 
0.128091,1.00824, 
0.132602,1.00883, 
0.137231,1.00946, 
0.141981,1.01013, 
0.146853,1.01084, 
0.151852,1.0116, 
0.15698,1.0124, 
0.16224,1.01325, 
0.167636,1.01415, 
0.173171,1.01511, 
0.178848,1.01612, 
0.18467,1.0172, 
0.190641,1.01834, 
0.196765,1.01955, 
0.203045,1.02083, 
0.209484,1.02219, 
0.216087,1.02363, 
0.222857,1.02515, 
0.229798,1.02676, 
0.233409,1.02762, 
0.25046,1.03178, 
0.276395,1.03828, 
0.307832,1.04635, 
0.343631,1.05573, 
0.38311,1.06625, 
0.425788,1.07778, 
0.471298,1.09022, 
0.519348,1.10347, 
0.569697,1.11744, 
0.622142,1.13205, 
0.676508,1.14725, 
0.732647,1.16295, 
0.790426,1.17911, 
0.849733,1.19567, 
0.910468,1.21258, 
0.972544,1.22978, 
1.03584,1.24727, 
1.1002,1.26503, 
1.16559,1.28302, 
1.23197,1.3012, 
1.2993,1.31953, 
1.36755,1.33798, 
1.43668,1.35652, 
1.50666,1.37513, 
1.57747,1.39376, 
1.64909,1.41241, 
1.72151,1.43104, 
1.79471,1.44964, 
1.86868,1.46818, 
1.94342,1.48664, 
2.01891,1.505, 
2.09515,1.52325, 
2.17213,1.54137, 
2.24985,1.55934, 
2.3283,1.57715, 
2.40748,1.5948, 
2.48738,1.61225, 
2.56802,1.6295, 
2.6494,1.64654, 
2.73149,1.66336, 
2.81426,1.67997, 
2.89768,1.69637, 
2.98174,1.71256, 
3.06642,1.72854, 
3.15176,1.74429, 
3.23777,1.75978, 
3.32447,1.77501, 
3.41187,1.78995, 
3.50004,1.80457, 
3.58902,1.81887, 
3.67873,1.83284, 
3.76917,1.84649, 
3.86032,1.85982, 
3.95218,1.87283, 
4.04475,1.88553, 
4.138,1.8979, 
4.23196,1.90994, 
4.32659,1.92166, 
4.4219,1.93306, 
4.51788,1.94413, 
4.61452,1.95487, 
4.71181,1.96528, 
4.80976,1.97537, 
4.90835,1.98512, 
5.00759,1.99455, 
5.10746,2.00365, 
5.20797,2.01243, 
5.30911,2.02088, 
5.41081,2.029, 
5.51313,2.03679, 
5.61606,2.04426, 
5.71962,2.05142, 
5.82373,2.05825, 
5.92839,2.06476, 
6.03365,2.07095, 
6.13953,2.07684, 
6.24584,2.08241, 
6.35275,2.08768, 
6.46028,2.09264, 
6.56819,2.0973, 
6.67669,2.10166, 
6.78574,2.10574, 
6.89518,2.10952, 
7.00521,2.11302, 
7.11565,2.11625, 
7.22657,2.1192, 
7.33801,2.12188, 
7.44976,2.1243, 
7.56208,2.12647, 
7.67468,2.12839, 
7.78778,2.13007, 
7.90122,2.13152, 
8.01503,2.13275, 
8.12924,2.13376, 
8.24371,2.13458, 
8.35861,2.1352, 
8.47366,2.13564, 
8.58907,2.13593, 
8.70466,2.13608, 
8.82047,2.13611, 
